index,amenity college,amenity school,amenity university,building school,building university,craft,amenity kindergarten,building retail,amenity marketplace,shop bakery,shop beverages,shop butcher,shop convenience,shop greengrocer,shop department_store,shop mall,shop supermarket,shop clothes,shop shoes,shop garden_centre,shop doityourself,shop hardware,amenity clinic,amenity doctors,amenity pharmacy,amenity post_office,building hospital,amenity bar,amenity biergarten,amenity cafe,amenity pub,amenity arts_centre,amenity cinema,amenity community_centre,amenity events_venue,amenity nightclub,amenity theatre,amenity public_bath,leisure beach_resort,leisure marina,leisure nature_reserve,leisure park,leisure sports_centre,leisure stadium,leisure swimming_pool,leisure water_park,tourism aquarium,tourism attraction,tourism camp_site,tourism caravan_site,tourism hostel,tourism hotel,tourism theme_park,tourism zoo,water lake
10595919,0,3,0,0,0,7,5,2,0,3,0,1,0,0,0,0,2,2,0,2,1,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,2,0,3,0,0,0,2,0,0,0,0,0,1
10595920,0,1,0,4,0,5,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10595937,0,3,0,0,0,9,6,8,0,3,2,0,2,1,0,0,3,1,1,0,1,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,4,1,0,1,0,0,0,4,3,0,2,0,0,0
10595940,0,5,0,12,0,1,9,13,1,5,1,1,2,0,0,0,6,1,0,0,0,0,0,4,2,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,2,14,1,0,7,0,0,3,0,1,0,4,0,0,3
10595949,1,8,0,8,0,11,5,1,0,5,0,0,0,0,2,0,7,3,0,0,1,0,0,7,3,2,0,0,0,3,1,1,0,4,0,0,0,0,0,0,1,4,4,0,1,0,0,0,0,2,0,2,0,1,1
10595952,0,7,0,10,0,0,6,4,0,6,1,0,1,0,0,0,6,1,0,0,0,0,0,3,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,8,4,1,3,1,0,0,1,1,0,1,0,0,3
10595974,0,5,0,12,0,25,9,6,1,6,1,2,2,0,1,0,4,5,3,1,3,0,0,5,2,1,0,0,0,7,1,0,0,5,0,0,0,0,1,0,1,5,2,0,2,0,0,0,2,1,0,1,0,0,1
10595987,0,4,0,2,0,14,8,8,0,4,1,4,1,1,0,0,3,2,0,0,2,0,0,2,1,3,0,0,0,3,2,0,0,5,1,0,0,0,0,2,1,7,3,0,3,1,0,33,1,0,0,3,2,0,4
10595990,0,6,0,2,1,25,9,20,0,10,3,3,3,0,1,0,4,3,0,0,2,0,0,3,2,2,0,0,0,15,2,0,0,3,1,0,0,0,2,2,2,9,2,0,1,0,0,7,12,3,1,10,0,0,0
10595993,1,5,0,1,0,6,6,3,0,6,1,1,1,0,0,0,6,0,0,0,2,0,0,6,3,4,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,3,2,0,1,0,0,0,3,0,0,4,0,0,2
10595996,0,4,0,13,0,16,7,3,1,7,0,2,0,0,0,0,11,2,0,1,1,1,1,5,4,4,1,0,0,5,0,0,0,2,1,0,0,0,0,2,2,5,6,1,6,3,0,3,3,0,0,4,0,0,0
10600004,0,8,0,4,0,2,9,19,1,6,1,1,4,1,0,0,6,4,2,0,1,2,0,3,4,3,14,0,0,6,2,0,0,1,0,0,2,0,0,0,1,11,2,1,4,1,0,0,2,1,0,6,0,0,0
10600005,1,13,0,18,0,7,7,34,1,12,1,0,0,0,1,1,14,5,3,0,3,1,0,6,6,3,5,1,0,4,3,1,1,2,0,0,1,0,0,2,1,10,10,0,1,1,0,2,1,1,1,3,0,0,0
10600019,0,1,0,0,0,20,2,2,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,0,0,0,0,0,1,0,0,0
10600039,2,7,0,9,0,29,14,40,2,10,4,1,1,1,1,1,14,11,5,0,1,1,0,21,7,7,1,2,0,5,4,0,0,5,2,2,0,0,0,0,1,5,16,0,10,1,0,7,2,0,0,3,1,0,0
10600044,2,13,0,10,0,37,11,10,0,6,4,3,4,0,1,0,10,12,1,0,2,0,0,19,4,1,0,2,0,5,3,0,0,3,1,0,0,0,0,0,0,10,14,0,7,1,0,0,0,1,0,3,0,0,1
10600063,1,29,0,54,0,36,34,79,0,27,5,2,13,0,0,10,31,15,5,5,4,2,1,23,15,23,0,2,0,17,8,1,1,8,0,0,4,0,1,0,2,35,33,0,16,1,0,2,1,0,1,15,0,0,1
10600092,0,2,0,8,0,1,5,12,0,2,1,0,0,0,0,0,6,1,0,0,0,0,0,3,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,4,1,0,4,2,0,0,0,1,0,0,0,0,5
10605005,0,5,0,2,0,7,6,4,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,2,0,0,4,0,0,0,4,0,0,0,0,0,0,2,2,5,0,2,1,0,37,1,0,0,1,0,6,2
10605024,0,3,0,1,0,3,5,5,0,2,0,0,0,0,0,0,8,2,1,0,2,0,0,1,0,2,0,0,0,5,1,0,0,0,0,0,1,0,0,0,1,3,5,1,3,1,0,1,4,2,0,0,1,0,3
10605034,0,4,0,6,0,5,6,5,0,4,1,1,2,0,0,0,5,1,0,0,0,0,0,2,2,4,2,0,1,2,1,0,0,5,0,0,0,0,0,0,2,6,14,0,4,0,0,0,2,0,0,0,0,0,1
10605043,0,4,0,4,0,24,5,8,0,1,1,3,1,0,0,0,2,1,0,0,0,0,0,1,1,3,0,0,0,3,0,0,0,3,2,0,0,0,0,0,2,3,8,0,11,1,0,0,0,0,1,4,0,0,0
10605048,0,4,0,7,0,17,6,2,0,4,1,1,0,0,0,0,3,1,0,1,1,0,0,3,1,2,0,0,0,1,3,0,0,2,1,0,1,0,0,0,2,0,7,0,8,1,0,0,1,0,1,1,0,0,0
10605053,0,1,0,1,0,4,6,1,0,3,1,2,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,2,5,4,3,4,0,0,0,3,0,2,6,0,0,3
10605063,0,3,0,5,0,4,5,9,0,2,0,1,3,0,0,0,3,0,0,1,1,0,1,2,2,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,1,3,1,0,8,1,0,3,1,1,0,0,1,2,2
10605086,0,9,0,11,0,13,11,6,0,1,2,0,2,0,0,0,1,0,0,0,3,0,0,2,1,2,0,0,0,3,2,0,0,4,0,0,0,0,0,1,5,6,6,0,3,0,0,12,3,0,0,6,0,0,4
10609014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10610029,0,4,0,6,0,12,6,8,0,5,1,1,1,0,0,0,5,9,3,0,1,0,2,6,2,1,1,0,0,5,5,2,0,5,0,0,1,0,0,3,1,15,4,0,3,1,0,2,0,0,1,3,0,0,0
10610046,2,21,0,53,0,41,12,4,1,17,3,1,4,3,0,2,19,12,6,1,3,0,1,41,9,2,2,6,1,12,7,2,1,4,0,1,1,0,0,0,1,19,32,0,3,1,0,0,0,2,0,6,0,0,0
10610113,0,4,0,4,0,8,2,2,0,2,0,0,1,0,0,2,4,5,1,0,1,0,0,6,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,5,1,0,0,0,4,0,1,0,2,0,0,0
10615104,0,3,0,3,0,5,6,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,2,1,0,0,0,0,0,1,0,0,0
10615134,0,5,0,9,0,31,9,3,1,5,1,1,1,0,0,0,4,2,0,2,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,3,3,2,4,0,1,0,0,2,1,2,0,2,0,0,0
10615138,0,2,0,4,0,5,6,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,1,2,5,0,2,0,0,0,1,0,0,1,0,0,1
10615153,0,3,0,8,0,10,6,1,0,2,0,2,0,0,1,0,3,2,1,0,0,0,0,2,2,2,0,0,0,2,0,0,0,4,1,0,0,0,0,0,1,3,3,0,3,1,0,0,2,0,0,1,0,0,0
10615168,0,2,0,16,0,6,3,0,0,2,0,0,1,0,0,0,5,1,0,0,0,0,0,2,2,3,0,0,0,5,2,0,0,1,0,0,0,0,0,1,3,5,5,0,3,2,0,2,1,0,0,1,0,0,1
10615179,0,2,0,2,0,3,4,2,0,3,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,2,1,2,3,1,1,1,0,1,0,1,0,2,0,0,0
10615189,0,9,0,9,0,19,5,8,3,7,0,2,0,1,0,0,10,4,1,5,2,2,0,4,5,5,0,1,0,4,5,0,0,4,0,0,0,0,0,0,2,4,16,1,4,2,0,0,0,1,2,3,0,0,5
10620001,1,13,0,16,0,22,22,15,1,19,3,2,6,2,3,1,14,10,3,1,2,2,1,17,10,4,0,3,1,14,4,3,0,2,1,1,0,0,0,0,5,34,17,2,7,2,0,2,0,0,0,4,1,0,0
10620004,1,10,0,20,0,22,10,28,1,9,1,2,2,2,2,0,14,9,2,1,5,1,0,9,5,2,5,0,0,5,1,0,1,4,0,1,1,0,0,1,1,11,15,0,1,2,0,2,0,1,1,4,0,0,0
10620006,1,11,0,31,0,6,13,0,1,6,0,1,1,0,0,0,7,3,3,1,0,0,0,21,3,0,0,0,1,3,0,0,1,5,1,1,1,0,0,0,0,9,9,2,4,0,0,0,0,0,0,1,0,0,1
10620009,0,3,0,3,0,18,6,12,1,4,1,0,0,0,0,2,2,1,0,0,1,2,0,6,2,5,0,0,0,2,1,1,0,3,0,0,0,0,0,0,1,7,5,1,2,1,0,0,0,0,0,0,0,0,0
10620018,0,7,0,11,0,2,7,16,1,6,0,0,0,0,0,0,8,5,0,1,1,0,0,2,3,1,0,0,0,3,2,0,0,4,0,0,0,0,0,0,0,14,9,0,1,0,0,2,0,0,0,2,0,0,0
10620023,0,5,0,3,0,1,6,8,0,4,1,0,0,0,0,0,4,0,1,1,0,2,1,10,2,2,2,0,1,3,0,2,0,1,0,0,0,0,0,0,0,6,4,0,2,0,0,0,0,0,1,0,0,0,1
10620053,0,1,0,0,0,24,4,10,0,3,1,0,1,1,0,1,5,2,3,0,1,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0
10620060,2,7,0,21,0,12,16,13,4,10,1,0,1,1,0,0,9,4,2,1,0,2,3,11,5,5,1,3,0,5,3,0,0,2,0,0,1,0,0,0,2,17,10,0,36,0,0,0,0,0,0,3,0,0,0
10620061,0,4,1,3,5,10,9,10,0,5,2,0,0,0,0,0,7,2,0,1,1,0,0,9,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,9,4,1,0,1,0,0,0,1,0,3,0,1,0
10620076,0,1,0,0,0,9,3,2,0,3,1,1,1,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,3,0,0,3,3,3,0,0,1,0,0,0,0,0,1,0,1,2
10620090,1,2,0,2,0,4,4,8,1,4,0,0,1,0,0,0,5,0,0,1,0,0,0,10,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,8,10,0,4,0,0,2,1,0,1,0,0,0,0
10625207,0,1,0,0,0,8,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,2,0,0,2
10625218,0,1,0,2,0,6,4,6,0,5,1,1,2,1,0,0,4,1,0,1,0,0,0,0,1,3,0,1,4,4,0,0,0,4,0,0,0,0,0,0,4,11,5,0,6,0,0,2,0,0,0,0,1,0,0
10625244,0,2,0,1,0,8,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,3,6,0,0,0,0,1,0,0,0,3,0,0,0
10625262,0,2,0,3,0,3,4,8,0,4,0,0,1,0,0,0,2,0,0,2,0,3,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,7,5,0,2,0,0,1,0,0,1,5,0,0,2
10625270,0,8,0,2,0,5,7,15,2,8,0,1,0,0,0,0,8,3,2,0,2,0,0,2,4,3,0,0,0,4,2,1,0,1,0,1,0,0,0,0,5,1,6,0,8,1,0,0,3,1,0,8,0,0,5
20000000,53,562,66,2011,135,597,922,2318,57,641,65,52,240,64,27,47,631,916,150,27,36,28,35,751,377,239,295,323,12,932,413,53,29,485,44,68,77,1,0,51,42,1245,460,16,119,12,1,199,9,6,39,392,0,4,35
31010000,9,152,21,224,158,81,135,412,11,123,14,17,22,5,4,7,111,135,29,15,10,2,2,145,62,30,63,27,8,101,65,7,3,45,7,14,8,0,1,1,12,129,150,5,65,5,0,26,1,5,1,41,1,2,29
31020000,2,50,3,89,8,5,39,46,3,18,1,3,5,0,2,1,39,19,6,5,6,2,1,10,30,7,1,5,2,17,13,0,2,5,2,0,2,0,0,1,5,83,33,8,31,4,0,7,1,1,0,13,0,0,2
31030000,8,61,3,160,7,40,66,61,5,58,8,8,11,1,3,5,57,103,18,7,12,2,2,46,30,16,21,8,4,47,27,4,4,24,0,2,5,0,0,5,10,74,54,5,33,5,0,20,4,2,1,40,2,1,6
31510009,3,27,0,40,0,53,26,207,1,21,5,5,12,0,5,2,24,23,5,2,7,1,1,45,12,5,0,7,1,12,8,1,1,6,0,0,0,0,0,0,5,11,33,2,18,1,0,8,7,1,1,10,2,0,8
31510025,0,4,0,8,0,19,10,1,0,4,3,2,0,0,0,0,3,0,0,5,1,0,0,4,1,5,0,0,0,2,2,1,0,4,0,0,0,0,0,0,5,3,12,3,113,1,0,9,1,0,0,4,1,0,4
31510040,0,9,0,12,0,8,5,21,0,6,2,1,1,0,1,0,5,4,1,1,1,0,1,7,4,3,2,0,1,2,3,1,1,7,0,0,0,0,0,2,5,7,13,0,8,2,0,1,1,0,0,8,0,0,2
31515401,0,5,0,11,0,9,7,2,0,6,1,1,0,1,0,0,5,2,1,0,2,1,0,4,2,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,3,1,11,2,66,0,0,2,1,0,0,9,0,0,17
31515402,0,8,0,19,0,10,8,0,0,6,2,2,1,0,0,0,7,1,0,0,1,0,0,3,2,6,0,0,0,4,3,1,0,1,0,0,0,0,0,2,14,5,9,1,12,1,0,3,0,0,0,8,0,1,7
31515403,0,6,0,18,0,8,4,20,1,3,1,2,0,0,0,0,5,0,0,2,2,0,0,4,3,2,0,1,0,4,3,0,0,0,0,0,0,0,0,0,10,3,6,0,9,1,0,19,1,1,1,1,0,2,3
31515404,0,6,0,4,0,12,7,22,2,8,1,0,0,0,1,0,7,1,1,0,1,0,0,5,3,3,0,1,2,3,3,1,0,9,1,0,0,0,0,3,4,7,13,0,6,1,0,1,4,0,0,3,0,0,2
31515405,0,6,0,7,0,6,11,14,0,10,3,3,1,0,0,0,12,5,0,2,2,0,0,3,4,4,0,0,0,6,3,1,0,17,0,0,0,0,0,0,6,13,19,0,93,1,0,3,0,1,0,1,1,0,0
31515406,0,8,0,13,0,32,24,44,2,8,3,2,0,1,0,0,9,5,1,2,1,0,0,7,4,5,0,1,2,2,2,0,0,25,0,0,0,0,0,1,5,13,29,0,47,0,0,1,1,0,0,3,0,0,0
31515407,0,3,0,5,0,8,9,23,0,3,2,1,0,0,0,0,7,1,0,0,0,0,0,2,2,3,0,0,1,4,0,0,0,1,0,0,0,0,0,0,4,6,12,1,8,0,0,1,7,1,0,5,0,0,1
31519501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31530002,0,15,0,15,0,28,11,52,0,11,2,4,2,1,0,1,9,20,5,2,3,1,0,17,4,4,7,1,4,17,4,0,0,3,2,0,0,1,0,0,6,21,15,1,9,2,0,7,2,1,0,20,2,2,0
31530019,0,7,0,4,0,4,2,7,0,9,1,2,0,0,0,0,6,5,0,1,2,0,0,5,4,3,0,2,1,7,5,0,0,6,1,1,0,0,0,2,2,5,10,3,9,1,0,4,2,1,0,11,0,0,0
31530008,0,4,0,3,0,2,5,5,0,1,1,1,0,0,0,0,3,0,0,0,1,0,0,2,2,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,4,2,8,0,7,0,0,1,1,0,0,0,0,0,1
31530012,0,16,0,1,0,8,9,10,0,9,5,3,0,1,1,0,9,10,2,1,1,1,0,2,5,2,1,2,0,4,2,0,0,5,0,0,1,0,0,0,2,33,14,0,10,3,0,10,2,0,0,6,0,0,2
31530016,0,5,0,15,0,6,2,14,0,4,1,3,1,0,0,0,4,14,1,0,1,1,1,2,2,4,1,5,8,11,6,0,0,4,1,0,0,0,0,0,7,7,21,3,4,1,0,7,2,1,12,56,0,0,0
31530017,4,32,5,30,1,68,21,53,2,38,4,10,6,2,2,1,25,35,6,3,7,1,1,48,18,9,2,3,1,27,12,1,2,13,1,2,1,0,0,0,7,39,29,1,10,2,0,13,2,3,4,35,1,0,8
31530018,2,9,6,14,60,20,7,18,2,9,3,8,3,0,0,0,7,4,0,0,1,4,1,9,5,5,3,2,1,10,4,0,0,2,0,0,0,1,0,0,1,14,6,2,8,3,0,18,4,4,6,25,1,0,37
31535401,0,2,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,8,1,0,2,1,0,0,0
31539504,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,7,5,1,3,0,1,0,18,9,0,2,5,0,1,14
31540013,1,5,0,4,0,5,8,22,0,6,2,3,1,0,1,0,5,8,2,1,0,0,0,3,5,1,6,1,0,11,3,1,1,1,0,0,0,0,0,0,3,13,4,0,7,1,0,5,0,0,0,7,0,0,0
31540014,0,9,0,2,0,2,8,5,0,5,2,0,0,0,0,0,4,3,1,0,1,1,0,4,2,2,0,0,0,4,0,0,0,5,0,0,0,0,0,0,3,4,5,0,3,0,0,25,0,0,0,5,0,1,0
31540019,0,5,0,3,0,3,4,4,0,1,1,0,0,0,0,0,7,8,1,1,1,0,0,1,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,1,6,2,0,0,1,0,2,0,1,0,2,0,0,1
31540028,0,18,1,14,0,10,13,21,1,11,1,6,3,0,4,1,14,9,3,1,4,2,0,7,8,2,2,8,0,12,3,1,2,1,0,1,1,1,0,0,0,24,7,3,3,1,0,1,1,2,0,5,0,0,3
31545401,0,2,0,2,0,3,3,3,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3,0,0,0,1,0,0,1,0,0,0
31545402,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
31545403,1,2,0,0,0,2,6,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,6,0,0,1,0,0,1,0,0,0,0,0,0
31545404,0,5,0,2,0,3,7,0,1,3,2,2,2,0,0,1,6,4,1,0,1,0,0,3,2,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0,5,5,3,1,0,0,0,0,1,0,0,2,0,0,0
31549501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31549502,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0
31549503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31549504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31549506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31550001,1,6,0,4,0,0,8,7,0,3,1,3,0,0,0,0,6,3,2,0,0,0,0,7,2,1,12,1,0,6,2,1,1,1,2,0,0,0,0,0,0,11,4,0,3,0,0,1,1,1,0,1,0,1,0
31550002,0,1,0,4,0,1,1,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,4,3,0,4,1,0,1,1,0,1,3,0,0,0
31550003,0,6,0,3,0,14,3,0,0,4,3,2,0,0,0,0,4,2,0,0,1,2,0,3,3,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0,4,6,0,1,7,3,0,0,1,2,0,3,0,0,3
31550005,0,2,0,14,0,1,7,2,1,4,1,0,0,0,0,0,3,0,1,0,0,1,0,0,2,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,6,10,0,7,1,0,23,1,1,0,2,0,1,0
31550006,0,3,0,1,0,0,2,1,0,2,4,2,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,7,3,1,3,0,0,4,1,0,0,0,0,0,0
31550007,0,2,0,7,0,10,5,12,0,3,1,2,0,0,0,0,3,0,0,1,0,0,0,4,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,6,0,1,0,0,3,0,0,0,1,0,0,0
31550009,1,2,0,32,0,9,4,3,0,5,0,3,0,0,0,0,3,1,0,1,3,0,0,1,1,2,2,1,0,6,0,1,0,1,1,0,0,0,0,0,3,2,6,0,4,1,0,1,0,1,0,0,0,0,0
31550010,1,3,0,11,0,8,6,6,0,5,0,2,0,1,0,1,3,3,0,0,0,0,0,5,2,4,0,0,1,2,2,0,0,3,0,1,0,0,0,0,1,9,7,0,10,0,0,0,0,0,0,6,0,0,0
31550011,3,17,0,38,0,9,17,42,0,16,2,1,5,2,1,1,13,23,6,2,3,1,1,29,8,4,3,1,0,13,3,1,1,4,0,2,2,0,0,4,7,14,24,1,5,4,0,1,1,3,1,8,0,0,14
31550012,0,12,0,15,0,13,4,8,1,3,2,3,1,0,0,0,6,6,1,1,2,0,0,7,3,5,0,0,1,3,8,0,0,11,0,0,0,0,0,0,4,7,13,0,9,1,0,4,4,1,1,7,0,1,1
31550013,0,20,0,19,0,18,9,5,0,12,4,4,1,1,2,0,10,13,3,2,5,1,0,8,7,2,1,3,1,8,3,1,2,9,0,2,1,0,0,0,6,20,15,1,5,3,0,8,0,1,2,9,0,0,1
31559501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,2,1,0,0,1,0,0,1
31570001,0,6,0,4,0,4,6,11,0,6,2,0,2,0,0,0,7,0,1,0,0,0,0,1,3,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,3,3,11,0,12,0,0,0,0,0,1,0,0,0,0
31570002,0,6,0,9,0,0,5,0,1,3,0,0,1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,1,4,12,0,1,1,0,1,0,0,0,0,0,0,1
31570005,0,8,0,2,0,1,8,1,0,7,1,1,0,0,0,1,5,3,3,0,0,1,0,4,2,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,8,11,0,0,1,0,8,0,0,0,1,0,0,1
31570006,0,22,0,14,0,18,20,25,0,10,5,2,5,0,2,2,23,20,6,2,7,0,0,12,12,5,7,0,0,7,5,0,0,0,0,0,2,0,0,3,4,24,35,2,5,2,0,1,0,1,1,6,0,0,3
31570007,0,11,0,8,0,11,18,8,2,5,0,3,0,0,0,0,4,5,2,2,1,0,0,4,2,1,0,0,1,3,2,0,0,17,0,0,0,0,0,1,1,8,25,0,8,0,0,2,1,0,0,6,0,0,0
31570008,0,5,0,5,0,5,11,7,0,6,1,2,2,0,0,0,4,3,0,1,0,0,0,1,2,2,0,0,1,4,2,0,0,5,0,0,1,0,0,1,2,3,15,0,13,1,0,0,1,0,0,4,0,0,0
31570009,0,11,0,7,0,17,7,9,1,7,1,3,3,0,0,0,6,4,1,1,1,0,0,6,3,4,0,1,0,1,3,0,0,3,0,0,0,0,0,0,1,12,14,2,3,0,0,3,0,0,0,4,0,0,1
31580006,0,7,0,8,0,10,9,18,0,10,2,2,2,1,0,0,5,1,1,0,0,0,0,3,3,1,0,0,0,3,4,0,0,2,1,0,0,0,0,0,7,8,3,0,9,1,0,1,0,0,0,2,0,0,1
31580037,2,25,2,50,19,21,44,63,1,25,5,6,0,2,1,2,20,26,7,1,5,0,2,17,14,4,6,1,3,19,21,3,1,9,3,0,3,0,1,0,1,29,32,3,12,2,0,16,0,1,2,10,0,0,0
31580039,0,4,0,0,0,3,1,9,0,4,0,1,0,0,0,0,4,1,1,0,1,0,0,3,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,2,2,4,0,3,1,0,0,0,0,0,1,0,1,0
31585402,0,6,0,8,0,0,10,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,1,0,0,0,3,0,0,0,8,0,0,0,0,0,0,2,3,6,0,0,0,0,6,0,0,0,2,0,0,0
31585403,0,3,0,3,0,4,2,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0,2,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,2,0,0,0
31585406,0,6,0,1,0,8,10,1,0,5,2,2,3,0,0,1,3,2,0,2,0,0,0,2,2,1,0,0,0,6,1,0,0,4,0,0,1,0,0,0,4,5,8,0,8,1,0,0,0,0,1,0,0,0,1
31585407,0,6,0,7,0,17,14,4,0,9,2,3,3,0,0,0,8,1,2,0,0,0,0,7,4,4,0,0,0,2,10,0,0,6,0,0,0,0,0,0,5,8,12,1,4,3,0,5,0,0,0,1,0,0,0
31589501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31589502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31589503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
